G47,G48,G36,G755,G40,G733,G781,G753,G756,G720,G746,G744,G764,G716,G758,G760,G748,G717,G763,G778,G34,G728,G718,G780,G727,G37,G757,G722,G747,G538,G732,G729,G761,G762,G724,G726,G731,G759,G719,G723,G715,G552,G713,G745,G736,G725
6.6632,7.9245,7.6097,7.01,7.9159,7.4373,7.9081,7.2474,7.1264,6.8892,7.2953,6.7052,8.0303,6.5599,8.8128,8.5205,7.9965,6.9632,8.4998,7.8634,8.2609,8.5581,7.2508,8.0415,7.9132,8.957,8.3478,7.1554,8.2411,7.0717,6.9908,9.6253,8.2944,7.121,7.1999,8.1134,8.6871,7.5418,6.8518,7.184,7.9399,7.7727,9.3696,7.4555,5.9846,8.3439
6.621,8.0311,7.6425,7.004,8.0091,7.6641,7.7263,7.3246,6.9269,7.1731,6.9737,6.7798,7.9749,6.6537,8.6408,8.2562,8.3033,7.0041,8.2749,7.8903,8.1065,8.352,7.3482,7.9732,7.7341,8.9064,8.2588,7.0181,8.2571,7.2258,7.0386,9.5754,8.2042,6.9624,7.0976,7.7146,8.5296,7.3397,6.7358,7.1951,7.7731,7.5469,9.1246,7.3014,5.9183,8.4384
6.7741,7.7103,7.3288,6.9246,7.8451,7.5491,7.627,7.4868,7.1079,6.957,7.1842,6.6828,7.8926,6.6652,8.6326,8.2703,8.0259,6.87,8.2984,7.824,8.1127,8.5358,7.1121,7.8852,7.7193,8.7552,8.0259,6.9086,7.8897,7.3931,6.8576,9.6177,8.1042,7.0575,7.0717,7.9535,8.424,7.4226,6.7205,7.1156,7.8939,7.6592,9.0473,7.4156,5.7587,8.3668
6.7659,7.7309,7.5845,8.5538,7.5191,7.7471,7.3092,7.2814,7.0396,7.0987,7.1424,5.8374,8.2474,6.5491,8.3025,8.1074,7.6717,6.9243,7.9628,7.5764,7.919,8.2496,6.886,7.5877,7.6217,8.6,7.7126,7.1155,7.8512,6.9445,5.8425,9.2714,7.9014,6.962,6.9901,7.9306,7.7731,7.3981,7.0224,7.301,7.8467,7.3151,10.293,7.5942,6.4781,8.3674
6.5181,7.5881,7.4378,8.4933,7.6252,7.6493,7.2903,7.3106,6.9679,7.1535,7.1225,5.5065,8.1255,6.5254,8.3753,8.1443,7.7093,6.6952,7.8383,7.469,7.9403,8.3328,6.724,7.4284,7.4473,8.536,7.8475,6.8363,7.7898,6.7554,5.7644,9.2007,7.8075,6.8506,6.8414,7.8914,7.8136,7.2776,6.8312,7.1537,7.7173,7.3594,10.278,7.659,6.519,8.2646
6.5468,7.7058,7.5432,8.2711,7.6692,7.7568,7.4843,7.3453,6.91,7.3511,7.2021,5.526,8.1,6.7553,8.3841,8.0347,7.8337,6.8019,7.7623,7.7315,7.7919,8.2857,7.0604,7.5199,7.4832,8.6743,7.6605,6.9339,7.9348,7.1673,6.1437,9.363,7.7541,6.5769,7.0098,8.0715,8.0331,7.0336,6.8788,6.9961,7.995,7.405,10.451,7.6894,6.343,8.4175
6.7887,7.9766,7.6228,6.9809,7.9799,7.7488,7.6675,7.0386,7.0537,7.1475,7.2849,6.475,7.9787,6.8701,8.6359,8.4935,8.2806,6.7614,8.3356,7.9784,8.424,8.4516,7.3372,7.9586,7.8539,8.9536,8.0068,7.1705,8.1836,7.3494,6.9506,9.6479,7.9338,7.0416,7.1397,8.0021,8.6603,7.3824,6.6162,7.1005,8.1669,7.7545,9.2635,7.5623,6.3395,8.4882
6.8701,7.8778,7.5817,7.0676,7.8031,7.6666,7.7149,7.1317,7.2205,7.2121,7.2556,6.7187,8.0082,6.6358,8.729,8.5321,8.1296,7.0048,8.3186,7.9001,8.2837,8.4663,7.0781,7.9514,7.9846,8.8642,8.0792,6.8743,8.1545,7.3838,6.7557,9.6523,8.1604,6.9503,7.1251,7.8514,8.5418,7.4522,6.6666,7.1984,8.0377,7.7801,9.1426,7.5004,6.0426,8.2503
6.7915,7.9113,7.7636,7.0464,7.8909,7.6265,7.6186,7.0507,7.0811,7.211,7.2447,6.6013,8.094,6.6661,8.9517,8.7656,8.2372,6.6801,8.4424,8.036,8.3717,8.4564,7.2359,7.9729,7.7105,8.7778,8.0977,7.1146,8.2513,7.2893,6.846,9.7554,8.3698,7.1185,7.1462,7.9808,8.651,7.7248,6.9076,7.2827,8.0738,7.3144,9.1416,7.3479,6.0511,8.2805
7.0796,8.0729,7.6378,8.4041,7.6916,7.3936,7.355,7.5766,7.1599,7.7547,7.1263,6.0706,8.4068,6.7338,8.7646,8.5366,7.96,7.1502,8.2835,7.7277,8.2359,8.4595,7.1739,7.7779,7.3949,8.3911,8.2317,7.245,8.019,7.0094,6.4657,9.7975,8.4586,7.4853,7.0796,8.1615,8.3765,7.9659,7.0936,7.7969,7.9737,9.0653,9.4518,8.0897,6.8098,9.4585
6.8208,7.8863,7.5385,8.5027,7.6705,7.4547,7.2427,7.3738,7.1063,7.5276,6.9354,6.0728,8.5084,6.6822,8.6842,8.5619,7.8692,6.8477,8.4372,7.6366,8.1311,8.6963,7.082,7.7202,7.5516,8.2703,8.0915,7.2629,7.8059,6.9182,6.1854,9.6992,8.544,7.6157,7.0191,8.1471,8.2286,7.9207,7.0919,8.0032,7.9828,9.1153,9.2605,8.1573,6.6872,9.1525
6.9487,7.8468,7.3379,8.4483,7.3231,7.4302,7.2552,7.3911,7.274,7.6477,6.9804,5.7634,8.3462,6.7229,8.6946,8.716,7.7619,7.0308,8.2863,7.7043,7.997,8.6363,6.9861,7.5345,7.6764,8.2441,8.06,7.315,7.6391,7.1645,6.3507,9.733,8.5871,7.5268,6.9897,8.1865,8.2251,8.0251,7.1862,8.1305,7.8245,8.9679,9.1976,8.3079,6.5775,9.2362
6.9735,7.5089,7.1718,7.8438,7.1443,7.5212,7.0441,6.9352,6.6565,6.9912,6.7962,5.3998,7.6674,6.1755,8.0757,7.9327,7.5838,6.5385,7.7236,7.3809,7.9374,8.3114,6.7691,7.322,7.2265,8.4758,7.7562,6.6669,7.4315,6.5211,5.9977,9.3277,7.6158,6.4334,6.6232,7.7005,7.8078,6.9878,6.9017,7.0233,7.5716,7.8776,9.3284,7.5812,6.0053,9.0409
6.9091,7.3566,7.0413,8.4177,6.8259,7.2778,6.6898,6.7163,6.4909,6.7748,6.5878,5.0667,7.3939,5.9058,7.8837,7.7974,7.2567,6.5695,7.3756,7.0121,7.7197,8.0265,6.6562,7.0987,7.0547,8.048,7.429,6.5268,7.1862,6.4268,5.7279,9.0397,7.2177,6.3649,6.6371,7.5969,7.5625,6.8096,6.7541,6.894,7.0183,7.6464,9.0841,7.1731,5.6263,8.9371
7.1214,7.3193,7.0719,8.0032,6.8169,7.0344,6.5231,6.7254,6.3932,6.6308,6.6809,5.0746,7.1833,6.2421,7.7672,7.6073,7.2357,6.4661,7.3,7.2642,7.4779,7.9766,6.6033,7.1119,6.7788,8.1339,7.3447,6.3303,7.1665,6.2911,5.9496,8.9498,7.1289,6.264,6.4846,7.3266,7.3565,6.6112,6.7972,6.8753,7.246,8.0107,8.8426,7.101,5.9621,8.7074
7.1731,8.0791,7.4435,8.3216,7.5958,7.4267,7.4789,7.7511,7.5094,7.7614,7.3889,6.0161,8.4534,6.6251,8.8862,8.6182,8.0406,7.0497,8.4504,7.5022,8.0558,8.5582,7.1263,7.7782,7.645,8.4632,8.4322,7.4344,7.8287,7.2228,6.7289,9.9808,8.3985,7.3523,7.2163,8.0782,8.6142,7.8836,7.0634,8.2645,8.0227,10.346,9.3218,8.3694,6.9155,9.3698
6.6808,7.8301,7.4337,8.6124,7.4141,7.4309,7.2377,7.3448,7.2488,7.5746,6.9546,5.5693,8.3589,6.5891,8.6764,8.741,7.8547,6.7157,8.2437,7.6188,7.979,8.5629,6.9093,7.5306,7.4144,8.2846,8.1525,7.2918,7.5393,6.823,6.3137,9.6074,8.5832,7.5584,6.9175,8.109,8.1372,7.9161,7.1423,7.9725,7.8089,10.274,9.2174,8.1441,6.7062,9.0797
6.7189,7.6198,7.2799,8.7095,7.3571,7.446,7.1301,7.1829,7.1815,7.4928,6.7155,5.7993,8.3814,6.4811,8.589,8.5616,7.6077,6.9272,8.1251,7.4217,7.8558,8.6796,6.9132,7.4689,7.6945,8.1708,8.0351,7.3179,7.5977,6.7442,6.0587,9.4868,8.385,7.7212,7.0877,8.1447,7.9796,8.0048,7.2325,8.0054,7.5832,9.8988,9.0876,8.0037,6.7578,9.1429
6.9571,8.1903,7.8264,9.5161,8.0063,7.7162,7.7881,7.5749,7.4338,7.6952,7.35,6.0385,8.4912,6.712,8.9437,8.6365,8.3292,7.2098,8.4924,7.9367,8.4466,8.6242,7.429,8.0907,7.9939,8.9648,8.473,7.3059,8.2587,7.3911,6.5261,10.106,8.4227,7.3804,7.3608,8.4221,8.8545,7.6136,6.8785,7.2808,8.3814,7.8768,9.3498,7.7809,6.4333,8.3684
6.7291,8.1118,7.7543,9.1769,7.9165,7.6926,7.5863,7.5616,7.3844,7.5537,7.1007,5.7541,8.4379,6.6097,8.9775,8.6167,8.3542,6.8468,8.3813,7.8897,8.3517,8.5895,7.3028,8.007,7.8732,8.796,8.1709,7.1602,8.0697,7.2515,6.3097,9.8029,8.2381,7.175,7.1959,8.2174,8.6961,7.7186,6.7818,7.3578,8.3098,7.561,9.185,7.6032,6.3085,8.227
7.4726,7.3142,7.5719,7.6225,7.323,7.4609,6.655,6.7519,6.7197,6.8762,7.0037,5.8869,7.572,7.1877,7.6947,7.6435,7.5321,7.1205,7.4673,7.2659,7.8422,7.8623,7.0973,7.6088,6.7008,7.9943,7.4637,6.5965,7.0575,6.7071,7.0267,8.8781,7.5588,6.1124,7.0224,7.0641,7.7917,7.4641,7.1541,7.8942,7.6842,8.5462,9.1549,7.6865,6.7381,8.1016
7.5147,7.4966,7.6117,8.3426,7.3837,7.5663,6.6327,7.0648,6.7281,6.903,7.1657,6.0691,7.794,6.933,7.8717,7.8113,7.5347,7.127,7.5898,7.4705,7.9497,7.7904,7.071,7.7949,6.8216,8.2517,7.6227,6.4818,7.12,6.8994,6.9221,8.8472,7.5451,6.375,6.6823,6.8031,8.0695,7.4761,7.0546,7.4659,7.7277,8.6611,9.3117,8.0372,6.7791,8.1764
6.7735,7.2885,7.3974,8.1106,7.1849,7.3212,6.5182,6.57,6.2891,6.9766,6.7269,5.5161,7.6084,6.5508,7.608,7.5773,7.3318,7.0454,7.468,7.1302,7.8628,8.0495,7.0395,7.6974,6.721,7.826,7.1666,6.601,7.0762,6.5684,6.2918,8.6862,7.4515,6.0972,7.069,7.23,7.6818,7.2043,6.95,7.5887,7.3844,9.081,9.0637,7.5051,6.5689,8.1435
7.3983,7.4305,7.6624,8.1731,7.372,7.3344,6.7104,6.9885,6.5524,7.2642,6.9513,5.8427,7.8846,7.0683,7.7139,7.4584,7.6282,7.3387,7.4908,7.2733,7.9168,8.2795,7.1851,7.6799,7.1303,8.0098,7.4074,6.8979,7.212,6.897,6.9279,9.0752,7.478,6.1567,7.1645,7.5499,7.7488,7.2418,6.8253,7.5671,7.7599,9.515,9.0918,7.6744,6.6272,8.4396
6.7314,7.5924,7.8149,8.1871,7.3084,7.3697,6.9847,6.9339,6.6462,6.6737,6.8445,5.5278,7.3745,6.5348,7.8005,7.4419,7.5443,6.6112,7.0858,7.3197,8.1668,8.0479,6.7712,7.7108,6.8365,8.1617,7.1863,6.3293,7.543,6.4305,6.0003,9.0586,7.04,6.1009,7.0915,7.3422,7.552,6.7427,6.7442,7.3052,7.6343,10.059,9.3174,7.2789,6.5017,8.603
7.4573,7.1499,7.3949,7.9253,7.1242,7.2675,6.4894,6.6581,6.6606,6.7891,6.9722,5.4861,7.0195,6.534,7.6451,7.1872,7.1969,6.7093,7.1875,7.0691,7.7004,7.9531,6.8672,7.5541,6.8541,7.6764,7.3601,6.4712,6.932,6.5752,6.7869,8.8332,7.1948,5.8779,6.9417,7.0856,7.6935,7.1679,7.0191,7.3417,7.2487,9.3134,8.6952,7.4039,6.2646,8.2798
7.285,7.348,7.1073,8.5755,7.0793,7.2617,6.7131,6.9519,6.7123,6.8734,6.8795,5.2739,7.5078,6.387,7.8791,7.625,7.305,6.4922,7.4363,7.3396,7.7095,8.0979,6.5702,7.237,6.9258,8.1643,7.4146,6.4199,7.4323,6.3431,6.1311,9.1642,7.4643,6.2702,6.7258,7.4665,7.5537,7.0215,6.6309,6.8859,7.4733,9.8812,8.9019,7.2727,5.9779,8.1963
7.2482,7.1848,7.2013,8.4847,7.037,7.1846,6.5869,6.7431,6.6541,6.6064,6.5987,5.4069,7.5974,6.2337,7.7016,7.5635,7.3482,6.3443,7.3718,7.1988,7.7688,8.0454,6.2984,7.2459,6.9637,8.0486,7.3733,6.1646,7.2602,6.2379,6.0625,9.1011,7.3679,6.2969,6.5271,7.4524,7.6509,6.9725,6.4738,6.817,7.3323,9.9247,8.9103,7.229,6.1124,8.3753
6.9711,8.0727,8.1501,8.831,7.7024,8.3698,7.3521,7.699,7.156,7.2066,6.9393,5.9286,8.612,6.9453,8.5302,8.3317,8.1177,6.8956,8.252,7.8806,8.2213,8.2313,6.9167,7.702,7.6004,8.5921,8.1609,6.8713,8.0109,7.1732,6.0105,9.2402,8.0627,7.2339,7.0598,7.8643,7.6425,7.5775,6.7361,7.2832,8.0125,8.6984,11.592,7.8495,6.9409,10.383
6.976,7.9954,7.8223,9.0044,7.3862,8.1092,7.2754,7.6806,6.9754,7.191,7.014,5.8166,8.4,6.5189,8.3425,8.2454,7.8029,6.9006,8.0543,7.6513,8.0772,8.4183,7.0461,7.6795,7.6396,8.5212,8.2436,6.8129,7.8293,7.1729,5.9704,9.5266,7.3206,6.8367,7.0914,7.7513,7.9211,7.4446,7.0003,7.303,7.7608,8.6839,11.778,7.8046,6.631,10.858
6.8144,8.0154,7.9809,8.5957,7.3991,8.2454,7.2845,7.4885,7.0382,7.3774,6.8745,5.8315,8.583,6.7476,8.3892,8.457,7.8699,6.9388,8.1514,7.6507,8.0794,8.2622,7.0092,7.5892,7.5884,8.3145,8.1326,6.8692,7.9055,7.3619,6.0102,9.2575,8.163,7.2914,7.0726,7.7402,7.8753,7.6333,6.8517,7.1442,8.0541,8.5196,11.828,8.1795,6.7034,11.042
6.3636,7.9077,7.9604,8.2943,7.3388,8.1235,7.1129,7.2693,6.8739,7.2093,6.8532,5.7238,8.6201,6.6989,8.2413,8.2806,7.8866,6.9777,8.0216,7.625,8.0432,8.0804,6.8595,7.3628,7.5635,8.2455,7.9849,6.8967,7.8094,7.0152,5.6338,9.1306,8.0706,7.2145,6.9974,7.527,7.5605,7.4936,6.847,7.1977,7.8318,8.2746,11.682,8.0323,6.6202,10.637
6.6827,7.8764,7.8745,8.4904,7.5355,8.034,7.2794,7.7422,7.1507,7.1707,6.9696,5.7537,8.457,6.6374,8.3793,8.3835,7.7695,6.8789,8.1921,7.6938,8.0608,8.2371,6.9121,7.5545,7.5115,8.3901,8.1528,6.7157,7.9199,7.1983,6.0794,9.3245,8.1599,7.4016,6.8908,7.6623,7.7336,7.6944,6.8501,7.1687,7.852,7.1636,11.702,8.2799,6.859,10.252
6.9275,8.0105,7.9895,8.6108,7.6829,8.1472,7.4296,7.6487,7.266,7.4725,7.1037,5.9086,8.582,6.8539,8.5215,8.612,8.073,7.1536,8.3199,7.9754,8.2712,8.4075,7.1612,7.6192,7.7148,8.6388,8.2642,7.0683,8.0266,7.2116,5.9469,9.4681,8.3647,7.4927,7.239,7.8705,7.9176,7.9125,6.8474,7.4554,8.1382,7.2527,11.556,8.1779,6.9126,10.367
6.9939,8.1448,8.0653,8.5599,7.7138,8.2402,7.5421,7.7893,7.2988,6.9997,7.1772,5.8099,8.4884,6.909,8.6717,8.5415,7.8936,6.876,8.2795,7.985,8.257,8.2566,6.9317,7.7805,7.4274,8.5528,8.3626,6.8496,7.8689,7.4884,6.1757,9.56,8.2214,7.6448,6.9691,7.5804,8.0224,7.8843,6.5373,7.2353,8.2751,7.303,11.732,8.3538,6.8021,10.538
7.1841,12.134,10.856,8.785,10.577,13.892,11.226,12.369,10.278,10.532,11.061,5.8908,13.01,11.743,11.881,12.601,9.3207,9.0661,11.371,10.529,9.5474,10.963,9.0465,11.841,9.6082,12.659,12.037,10.394,9.5415,7.4888,6.4791,12.04,12.737,12.379,9.7593,10.068,10.16,12.454,9.0521,11.576,11.38,7.3802,11.501,10.77,12.037,9.6033
7.1591,12.095,11.001,8.4728,10.388,13.93,10.857,12.115,10.312,10.345,10.878,5.8368,13.088,11.888,11.491,12.308,9.5144,8.8564,11.275,10.356,9.4848,10.879,8.8027,11.875,9.6418,12.63,11.983,10.116,9.3738,7.3102,6.3546,11.847,12.483,12.133,9.8691,9.877,9.8717,12.418,8.9806,10.928,11.353,7.4425,11.515,10.391,12.209,9.7675
7.0458,11.697,11.3,8.4725,10.323,13.626,10.675,11.78,10.592,10.366,10.352,5.7427,12.128,11.714,11.875,12.182,9.2212,9.245,11.217,10.497,9.3488,10.684,9.2873,11.655,9.6605,12.402,12.13,10.205,9.1874,7.5751,6.1361,11.938,12.496,12.027,9.4628,9.821,10.26,12.555,9.4369,10.986,11.336,6.9542,11.866,10.046,11.383,10.542
6.9123,11.891,10.827,8.2112,10.076,13.371,10.393,11.576,9.4324,9.9911,10.142,5.7834,12.109,10.902,10.578,11.285,9.1169,9.1622,10.802,9.9136,9.1188,10.446,8.8108,11.064,9.017,11.901,10.865,9.7413,8.8168,7.5841,6.5407,11.433,11.521,11.277,9.1147,9.5848,10.129,11.146,9.2154,10.888,10.506,7.4805,11.401,9.7044,10.959,10.13
7.1256,11.456,10.704,8.1394,9.8597,13.226,10.191,11.369,9.5807,9.8135,10.022,5.9199,11.901,10.499,10.832,11.145,9.2048,8.9842,10.682,10.002,9.2017,10.608,8.9631,10.568,8.9302,11.657,11.063,9.4167,8.9768,7.7229,6.5653,11.584,11.49,11.116,9.0181,9.5923,10.174,11.335,8.9981,10.623,10.303,7.5616,11.28,9.5344,10.711,10.12
6.6517,11.63,10.706,8.4223,9.9282,13.137,10.318,11.03,9.7246,9.7866,9.9764,5.5876,11.691,10.965,10.986,11.728,8.9974,9.3521,10.604,9.6968,9.0915,10.578,9.1773,11.214,9.2304,11.569,11.336,9.6576,8.903,7.421,6.2167,11.563,11.812,11.491,9.2998,9.9363,10.046,11.342,9.0384,10.948,10.71,7.7375,11.535,9.345,10.921,10.205
6.809,11.933,10.922,8.2152,10.068,13.21,10.357,10.898,9.6023,10.195,9.9495,5.8031,11.812,10.893,11.021,11.679,8.9923,9.1302,10.504,10.097,9.3226,10.545,9.1498,11.342,9.204,11.806,11.424,9.7032,8.9989,7.0808,6.2603,11.766,11.997,11.669,9.3992,9.8235,10.22,11.671,9.0672,10.565,10.793,7.6681,11.724,9.4347,11.196,10.009
6.9408,11.453,10.607,7.9789,9.488,12.949,10.145,10.757,8.8943,9.6534,9.8715,5.8562,11.502,10.333,10.446,11.21,8.7785,8.9433,10.194,9.762,8.9349,10.094,8.9316,10.954,8.9803,11.479,10.79,9.0955,8.6524,7.3733,6.2626,11.571,11.383,11.108,9.1116,9.5163,9.8075,11.203,9.1209,10.306,10.397,7.4794,11.164,9.4073,10.824,9.7655
6.9611,11.417,10.587,7.8165,9.7966,13.21,10.218,10.795,9.2876,9.4098,9.757,5.572,11.463,10.325,10.678,11.227,8.4769,8.8405,10.265,9.8173,8.7651,10.202,8.7901,11.178,8.8807,11.514,10.928,9.1509,8.5642,7.5193,6.241,11.476,11.503,11.464,9.2048,9.7403,9.8192,11.295,8.9886,10.405,10.678,7.4573,11.017,9.7267,10.685,10.035
7.2067,10.674,9.8349,7.9641,9.3096,12.498,9.4311,10.262,8.771,8.8336,9.3416,6.0892,11.053,9.2298,9.5868,10.093,8.8841,8.343,10.046,9.5307,8.9629,9.6853,8.0777,10.13,8.512,10.968,10.045,8.5741,8.629,7.6136,6.6961,11.033,10.472,9.7876,8.1343,8.8937,9.6872,10.042,8.1181,10.044,9.5873,7.5827,12.424,9.4566,9.2651,10.808
6.93,10.955,10.44,8.7597,9.1639,13.471,9.4564,11.064,8.2767,8.4103,9.606,5.4227,12.434,10.183,8.9611,9.9285,8.3033,7.478,9.9918,9.0016,8.6219,9.8422,7.3922,10.78,8.372,10.963,9.4358,8.3743,8.7963,7.1292,6.1722,10.603,10.341,10.077,8.9896,9.3065,8.2436,8.9935,8.0805,9.6547,10.015,7.7844,10.012,7.9949,9.5235,8.8379
7.6959,11.082,10.5,8.6964,9.6948,13.316,9.6455,11.527,8.5662,8.4518,9.8714,5.1828,12.47,10.291,9.7328,10.207,8.0594,7.446,10.081,8.9308,8.4487,9.5568,7.1661,11.188,8.1987,11.218,9.9233,8.4683,8.6021,7.8263,6.8728,10.929,10.591,10.405,9.2887,9.2814,8.4119,9.6634,7.8251,9.6888,9.9684,7.564,10.207,8.5835,9.8417,9.1023
7.2076,8.5367,8.2049,8.7885,8.0527,9.8276,8.023,8.3097,7.729,8.1634,7.3891,5.6218,9.1104,7.0907,9.205,8.8422,8.2922,7.5337,8.9281,8.1215,8.5931,9.4253,7.5735,8.2145,8.6819,9.2801,8.6965,8.0185,8.4103,7.9766,6.689,10.334,8.9559,8.063,7.8019,8.725,8.9939,8.2001,7.0943,8.0664,8.6293,7.1964,10.419,8.3908,7.6474,8.9724
6.7516,7.9677,7.2139,8.4225,7.3879,9.2418,7.036,7.4173,7.1151,7.5173,6.9015,4.7938,7.9314,6.1902,8.1714,8.0664,7.9677,7.028,7.5351,7.6258,7.9144,8.9676,7.2524,7.6236,7.8667,8.8296,7.7638,7.3436,7.9871,6.4082,5.718,9.1605,7.9178,6.8313,6.6763,8.3145,7.7513,7.2093,7.8026,7.0128,7.3572,7.7278,10.174,7.866,6.5101,8.7944
7.2693,8.2992,8.0029,8.0872,8.2709,9.0826,7.9298,8.3581,7.8925,8.4093,7.5636,5.5664,8.699,7.0215,9.2887,8.9567,8.5441,7.1156,8.866,8.2897,8.9153,9.3773,7.8957,8.5119,8.6207,9.5518,8.6602,7.771,8.3893,8.0436,7.1644,10.674,8.7496,7.2345,7.9535,8.5011,9.5294,8.1359,6.9543,7.8104,8.8155,7.9011,10.159,7.8193,7.1644,8.8345
7.2875,8.2779,8.2454,8.385,8.4077,9.1361,7.9089,8.28,7.8966,8.1634,7.5474,5.5226,8.6568,6.6683,8.9896,8.7762,8.1439,7.4169,8.8335,8.1284,8.7914,9.422,7.8645,8.2854,8.584,9.3088,8.6987,7.7358,8.2535,7.8617,7.14,10.41,8.7107,7.5594,8.0735,8.6561,9.2432,8.1488,6.9759,8.0472,8.4725,7.3885,10.874,8.1516,7.2669,8.8019
5.4624,7.9249,6.9114,8.0847,7.2255,8.3255,7.2209,6.584,6.7152,8.0171,6.5691,4.4771,7.4301,5.7509,8.2809,8.1563,7.528,7.7735,7.7229,7.691,8.056,8.7324,7.4468,7.5005,8.1132,8.8626,7.3644,7.7605,7.6118,6.1433,4.3324,9.3799,7.431,5.9213,7.5523,8.4098,8.0211,7.0384,8.4734,7.4881,6.6227,7.4542,10.261,7.6955,6.1865,8.483
7.4532,8.5038,8.3512,8.2455,8.3354,8.4782,8.2366,7.9896,8.036,8.1082,7.5618,6.1815,9.0576,6.8263,9.3753,9.2027,8.5977,7.2636,9.2498,8.1805,9.0949,9.5407,7.877,8.3869,9.0555,9.7462,8.9756,7.7983,8.5327,8.1193,7.124,10.665,8.882,7.7263,8.0555,8.7845,9.6619,8.4726,7.0203,7.9254,9.0646,8.1422,10.406,8.2714,6.8461,9.0767
6.698,11.261,10.111,8.1117,9.2696,12.863,9.9031,10.634,9.0831,9.4477,9.4332,5.5011,11.306,10.252,10.534,11.133,8.9119,9.0699,10.275,9.4081,9.094,10.418,8.7628,10.509,9.0526,11.147,10.877,9.1505,8.5718,7.5586,6.1521,11.226,11.322,11.128,9.1149,9.3946,9.9574,10.901,8.5947,10.333,10.037,7.5496,11.22,8.8879,10.633,9.9603
6.7076,11.433,10.459,8.2444,9.7022,13.072,10.049,10.938,9.2613,9.6214,9.8057,5.6489,11.395,10.698,10.75,11.201,9.0868,9.17,10.489,9.3738,9.1065,10.608,8.8778,11.133,9.1611,11.551,10.931,9.3625,8.6387,7.7535,6.5419,11.272,11.672,11.545,9.2049,9.707,10.229,10.945,8.5294,10.465,10.187,7.6335,11.267,9.4509,11.072,9.859
7.0815,11.402,10.194,8.4355,9.6636,12.658,9.8881,10.621,8.8921,9.0978,9.4532,5.1864,11.272,9.8572,10.229,11.021,8.5699,8.4963,9.9747,9.2814,8.9836,10.026,8.4166,10.901,8.5806,10.831,10.605,8.7989,8.6501,7.5095,6.5484,11.368,11.219,10.831,8.4554,9.2071,10.068,10.644,8.1404,9.905,10.02,7.5917,11.457,8.9962,10.878,10.122
6.779,11.355,10.326,8.1537,9.6306,12.833,9.8905,10.535,8.8366,9.0144,9.6898,4.9505,11.383,10.06,10.3,10.612,8.6545,8.5579,9.9869,9.0861,8.9345,10.157,8.5562,11.008,8.9514,11.086,10.634,8.7029,8.412,7.7017,6.3185,10.741,10.988,11.005,8.7089,9.4291,10.009,10.387,8.2094,10.066,9.9977,7.9994,11.436,8.9017,10.943,9.9805
7.4485,8.3791,8.4382,8.3347,7.2412,13.178,8.8519,9.8672,7.3544,8.0998,9.4715,5.4014,10.975,8.251,8.2211,8.1694,7.7458,7.6547,8.3062,7.9638,8.1903,9.0632,7.3182,8.3755,7.8234,8.515,8.0668,7.2875,7.7396,8.6691,6.6237,9.7926,8.2393,7.2512,6.8905,8.2463,8.7005,7.7803,7.1718,7.8919,9.1391,6.8267,10.117,8.1951,7.6939,10.842
7.1804,12.298,10.99,8.47,10.026,14.016,10.927,12.084,10.352,10.18,10.937,5.7316,13.078,11.937,11.718,12.552,9.2897,9.0773,11.132,10.114,9.5101,10.868,8.6024,11.829,9.6989,12.824,12.145,9.9634,9.3007,7.3764,6.6748,11.827,12.608,12.101,9.8844,9.919,9.9062,12.525,9.3637,10.929,11.303,7.3288,11.559,10.444,12.255,9.6983
7.2063,12.011,10.494,8.4749,10.247,13.774,11.048,12.151,10.11,10.278,10.696,5.523,12.934,11.912,11.619,12.675,9.0928,8.8625,10.681,9.9307,9.2719,10.979,8.7239,11.675,9.6014,12.962,11.886,9.9393,9.1562,7.3913,6.3956,11.753,12.596,12.01,9.8893,9.8299,10.081,12.35,9.3399,11.314,11.239,7.3245,11.24,9.8959,12.05,9.6257
6.9818,12.084,11.023,8.2392,10.519,14.014,10.977,12.193,10.055,10.442,10.539,5.5755,12.877,11.636,11.529,12.213,9.284,9.0114,11.273,10.342,9.2284,10.71,8.847,11.408,9.2622,12.46,11.711,10.087,9.1935,7.3974,6.495,11.94,12.405,11.913,9.4039,9.7756,10.395,12.105,9.3095,11.373,11.056,7.4772,11.498,10.211,11.782,9.9903
6.9883,12.355,11.116,8.4381,10.704,13.887,11.22,12.237,10.004,10.7,10.795,5.6179,12.691,11.758,11.525,12.171,9.4236,9.5038,10.964,10.525,9.26,11.027,9.3204,11.898,9.5872,12.579,11.811,10.281,9.3716,7.4431,6.5147,11.901,12.466,12.158,9.7786,10.129,10.661,11.97,9.4667,11.535,11.416,7.318,11.571,10.446,11.813,10.06
7.2276,7.3333,7.2173,8.235,7.068,7.0529,6.5924,6.6909,6.5567,6.828,6.8304,5.4734,7.4642,6.2923,7.7241,7.5383,7.4085,6.5758,7.3781,7.4098,7.7552,8.1221,6.7333,7.3498,6.8923,8.1042,7.4669,6.4523,7.2382,6.38,6.418,9.1599,7.4266,6.1681,6.6147,7.4162,7.6704,7.0377,6.7691,7.2266,7.4063,7.8604,8.895,7.3645,5.9779,8.9875
